value_eur_mn,age,height_cm,weight_kg,club_country,club_playing_status,club_contract_valid_until_year,work_rate_attack_defense,body_type,position,overall,pace,shooting,passing,dribbling,defending,physic,skill_moves
7,26,176,76,Italy,starting_xi,2025,Medium/High,Stocky,Midfield,76,65,53,63,63,74,83,2
5,30,182,77,Italy,starting_xi,2025,Medium/High,Normal,Midfield,76,67,62,66,65,74,78,2
3.1,34,178,71,Italy,starting_xi,2025,High/Low,Lean,Midfield,76,77,68,77,77,36,62,4
6,30,176,72,Italy,starting_xi,2025,Medium/Low,Lean,Midfield,76,77,71,70,80,32,55,3
4.3,27,191,86,Italy,starting_xi,2026,High/Medium,Normal,Forward,76,65,76,65,66,40,82,2
12,30,183,82,Saudi Arabia,starting_xi,2024,High/Low,Normal,Forward,76,78,76,63,69,25,80,3
12,18,169,67,Spain,substitute,2026,Medium/Medium,Normal,Midfield,75,77,66,72,78,46,59,3
43,20,177,75,Germany,starting_xi,2027,High/Medium,Normal,Midfield,75,93,76,66,78,24,70,4
12.5,19,176,75,Portugal,substitute,2027,High/Medium,Lean,Midfield,75,84,68,68,79,28,50,4
5.5,20,182,83,Germany,starting_xi,2026,Medium/Medium,Normal,Forward,75,77,74,59,77,24,64,4
12.5,21,175,61,England,starting_xi,2026,High/Medium,Lean,Forward,75,88,65,67,79,44,58,4
23.5,20,173,77,France,substitute,2025,High/Medium,Normal,Midfield,75,91,65,66,80,25,64,4
21.5,21,180,72,England,starting_xi,2027,High/Medium,Normal,Midfield,75,75,74,71,78,67,74,3
11.5,20,175,72,England,starting_xi,2026,High/High,Lean,Defender,75,77,55,69,73,70,58,2
15,21,181,71,England,starting_xi,2026,High/Low,Lean,Forward,75,88,72,67,76,41,57,3
12.5,19,167,63,USA,starting_xi,2025,High/Medium,Normal,Midfield,75,83,68,70,81,53,61,4
9.5,20,175,70,France,substitute,2026,High/Medium,Lean,Forward,75,93,69,66,80,28,62,4
12.5,20,191,75,England,bench,2026,Medium/Low,Normal,Forward,75,76,74,54,75,29,76,3
43,21,185,82,Portugal,starting_xi,2025,High/Medium,Normal,Forward,75,77,73,64,74,40,80,2
15.5,19,179,74,France,starting_xi,2024,High/High,Lean,Defender,75,86,49,68,70,67,71,3
9,19,181,71,England,substitute,2026,High/Medium,Normal,Defender,75,83,47,65,74,70,67,2
14,23,166,68,Italy,substitute,2027,High/Medium,Stocky,Defender,75,88,59,71,77,68,70,3
21,22,179,71,England,starting_xi,2026,High/High,Lean,Midfield,75,76,72,69,77,67,70,3
12.5,21,182,74,England,starting_xi,2025,High/Medium,Lean,Forward,75,80,69,72,75,37,62,3
9,21,184,71,England,substitute,2027,High/High,Lean,Defender,75,89,43,58,74,67,63,3
23,21,182,69,Netherlands,substitute,2026,Medium/Medium,Normal,Forward,75,74,76,67,71,52,80,2
16.5,22,182,66,Germany,starting_xi,2026,High/Medium,Lean,Midfield,75,87,70,69,78,48,63,3
14,21,191,81,Germany,substitute,2026,Medium/Medium,Lean,Defender,75,74,32,60,66,75,78,2
8.5,23,178,71,Portugal,substitute,2025,Medium/Medium,Lean,Midfield,75,80,66,75,81,64,63,4
14.5,20,176,70,France,substitute,2025,High/Medium,Lean,Defender,75,73,55,70,73,72,68,2
15,22,179,66,Portugal,starting_xi,2025,High/High,Lean,Defender,75,86,62,68,75,69,63,3
17,21,179,70,Germany,starting_xi,2026,High/High,Normal,Midfield,75,73,62,73,72,72,73,2
7.5,24,196,94,England,substitute,2026,High/High,Normal,Defender,75,72,56,61,70,75,81,3
8,22,178,70,England,starting_xi,2025,High/Medium,Lean,Defender,75,82,65,72,77,68,66,4
16.5,22,178,70,England,starting_xi,2027,Medium/Medium,Normal,Midfield,75,76,70,73,76,57,66,4
6,22,175,70,Italy,starting_xi,2026,High/Medium,Normal,Defender,75,84,49,64,72,71,66,3
4.9,21,183,67,France,substitute,2026,High/Medium,Normal,Forward,75,88,74,62,76,28,66,3
6,22,183,73,England,substitute,2026,Medium/Medium,Lean,Midfield,75,66,58,75,78,69,69,3
8,21,163,62,England,substitute,2025,High/Medium,Normal,Defender,75,87,44,66,76,70,49,2
15,22,185,85,Germany,starting_xi,2024,High/Medium,Normal,Forward,75,93,73,68,75,31,75,4
11,22,169,56,USA,starting_xi,2025,Medium/Medium,Lean,Midfield,75,65,64,73,80,58,49,3
44,22,174,78,France,starting_xi,2027,High/Low,Normal,Forward,75,93,73,64,74,26,76,3
27,22,167,69,Spain,starting_xi,2025,High/Medium,Normal,Defender,75,89,49,66,76,68,63,3
25,22,191,79,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,75,66,64,71,66,76,74,2
7,21,186,78,Italy,bench,2026,High/Medium,Lean,Midfield,75,66,70,76,75,66,69,3
11,22,186,75,Italy,starting_xi,2027,Medium/High,Normal,Defender,75,57,25,47,51,77,74,2
7,22,191,78,Italy,substitute,2025,Medium/Medium,Normal,Defender,75,49,32,53,56,77,77,2
6.5,23,189,82,Germany,starting_xi,2024,High/Medium,Normal,Midfield,75,87,71,61,80,52,65,5
21,22,170,58,France,starting_xi,2024,Medium/Medium,Lean,Midfield,75,59,54,76,78,59,47,4
14,21,193,81,England,starting_xi,2027,Medium/High,Normal,Defender,75,71,30,54,61,76,76,2
11,22,190,82,France,starting_xi,2024,Medium/High,Lean,Defender,75,81,42,60,63,76,77,2
6,21,173,65,France,starting_xi,2026,Medium/Medium,Normal,Defender,75,76,52,67,74,71,70,3
10,22,188,74,France,bench,2026,Low/Medium,Normal,Defender,75,65,34,58,61,77,73,2
13.5,22,185,78,France,starting_xi,2026,High/Medium,Normal,Defender,75,72,40,51,53,75,79,2
15,20,174,69,Spain,substitute,2025,High/Medium,Normal,Midfield,75,76,74,73,74,59,62,3
8,24,195,96,England,starting_xi,2024,Medium/Medium,Normal,Midfield,75,64,62,71,72,73,83,3
19.5,23,186,73,Spain,starting_xi,2032,Medium/Medium,Lean,Midfield,75,64,64,76,71,71,76,3
6,23,179,68,Germany,substitute,2025,High/Medium,Lean,Midfield,75,89,69,67,79,54,64,4
6,22,185,87,Germany,substitute,2025,Medium/Medium,Normal,Defender,75,85,53,66,71,72,75,2
10,23,191,83,Germany,substitute,2026,Medium/Medium,Lean,Defender,75,75,45,59,56,76,77,2
10,23,187,76,France,substitute,2026,Medium/Medium,Normal,Defender,75,68,36,57,64,75,75,2
19,22,171,75,England,starting_xi,2026,High/High,Normal,Forward,75,81,73,70,76,41,71,4
6,23,184,78,Italy,starting_xi,2026,Medium/Medium,Lean,Defender,75,70,43,59,65,75,69,2
20.5,24,189,86,Spain,starting_xi,2031,Medium/High,Normal,Midfield,75,62,65,73,71,73,67,3
9.5,24,190,80,Italy,substitute,2026,Medium/High,Lean,Defender,75,68,35,48,54,76,76,2
12,26,187,83,Spain,starting_xi,2025,Medium/Medium,Normal,Defender,75,64,36,58,64,75,83,2
12.5,25,185,83,Germany,starting_xi,2025,Medium/High,Normal,Midfield,75,63,53,64,66,76,82,2
9.5,24,189,82,Germany,starting_xi,2025,Medium/High,Normal,Defender,75,72,51,66,64,74,80,2
12,25,188,74,Germany,starting_xi,2026,Medium/Medium,Lean,Defender,75,74,45,59,67,77,76,3
10.5,24,178,80,England,substitute,2024,Medium/Medium,Normal,Midfield,75,64,54,71,82,70,72,3
9.5,25,187,84,Portugal,substitute,2025,High/High,Normal,Forward,75,69,76,59,72,24,77,3
8,24,172,70,France,starting_xi,2024,Medium/Medium,Normal,Midfield,75,78,62,72,76,70,71,3
8.5,25,185,76,Germany,substitute,2026,Medium/Medium,Lean,Defender,75,69,52,68,67,75,72,3
11.5,23,176,73,USA,starting_xi,2025,High/Medium,Stocky,Forward,75,82,75,65,73,42,74,3
10,23,177,70,England,starting_xi,2024,High/Medium,Normal,Midfield,75,66,64,74,75,66,71,3
8,25,182,80,Italy,substitute,2024,Medium/Medium,Normal,Midfield,75,76,74,72,74,73,81,4
27,23,190,85,France,starting_xi,2026,Medium/Medium,Normal,Defender,75,79,32,50,57,73,78,2
6,24,188,76,France,substitute,2027,Medium/Medium,Normal,Forward,75,70,76,60,73,26,62,3
6,23,169,65,Netherlands,starting_xi,2024,Medium/High,Normal,Midfield,75,73,61,70,73,72,78,3
5,25,190,82,Italy,substitute,2026,High/Medium,Normal,Midfield,75,59,66,75,73,72,78,3
8.5,26,185,73,Spain,substitute,2024,Medium/High,Lean,Midfield,75,63,50,64,64,75,78,2
5,24,175,68,Spain,starting_xi,2024,High/Medium,Lean,Defender,75,76,54,69,73,72,70,3
10,24,186,76,Germany,substitute,2024,High/Medium,Lean,Midfield,75,71,70,71,75,72,78,3
21,24,179,71,Portugal,starting_xi,2024,High/Medium,Normal,Forward,75,68,75,53,72,41,78,3
8.5,24,181,78,France,substitute,2026,High/Medium,Lean,Midfield,75,74,69,73,75,68,73,3
4.1,21,177,68,England,substitute,2024,High/High,Lean,Defender,75,75,42,66,71,71,71,2
5,25,184,79,Spain,substitute,2024,Low/Medium,Lean,Defender,75,67,42,57,64,76,66,2
9.5,25,183,75,Italy,substitute,2026,Medium/High,Lean,Midfield,75,55,65,74,75,74,75,3
7.5,24,187,80,England,starting_xi,2026,High/Medium,Lean,Forward,75,71,74,64,73,28,78,3
5.5,24,193,90,France,substitute,2024,Medium/Medium,Normal,Midfield,75,62,60,71,70,72,84,3
7,24,193,89,Germany,substitute,2024,Medium/Medium,Lean,Defender,75,67,39,53,59,77,74,2
7,23,177,71,France,substitute,2025,Medium/Medium,Normal,Defender,75,79,48,66,73,71,66,2
3,25,174,68,Portugal,substitute,2024,Medium/Medium,Normal,Midfield,75,67,72,75,75,64,62,3
3.1,27,189,80,Italy,starting_xi,2025,Medium/Medium,Lean,Defender,75,62,48,63,65,76,77,2
3.1,27,181,74,France,starting_xi,2025,Medium/High,Normal,Defender,75,54,45,54,60,75,76,2
16.5,26,181,73,Italy,starting_xi,2025,High/Medium,Normal,Forward,75,74,73,70,76,32,63,4
4.9,26,181,74,Germany,starting_xi,2025,High/Medium,Lean,Forward,75,68,78,70,76,29,61,3
6.5,26,180,69,England,starting_xi,2024,Medium/High,Normal,Midfield,75,67,65,71,74,75,78,3
12,26,197,80,England,starting_xi,2024,Medium/Medium,Lean,Midfield,75,58,71,71,72,72,79,3
4.3,26,170,69,Spain,substitute,2024,High/Medium,Normal,Midfield,75,71,70,77,76,67,69,3
35.5,25,186,81,England,starting_xi,2024,High/High,Stocky,Midfield,75,76,67,66,76,67,84,3
15.5,24,170,66,England,starting_xi,2026,High/High,Lean,Defender,75,90,40,59,74,70,72,3
4.6,25,184,75,England,starting_xi,2025,Medium/Medium,Normal,Defender,75,71,43,68,68,76,76,3
4.4,26,178,72,Italy,starting_xi,2025,High/Medium,Lean,Defender,75,79,51,70,71,69,72,3
8,26,175,70,England,starting_xi,2025,Medium/High,Normal,Midfield,75,68,56,73,71,72,71,3
2.8,25,183,77,Germany,starting_xi,2024,High/Medium,Normal,Defender,75,73,61,77,72,69,75,3
6.5,25,189,86,Germany,starting_xi,2025,Medium/Medium,Normal,Defender,75,64,46,59,65,75,79,3
6.5,25,178,68,Spain,starting_xi,2027,Medium/High,Lean,Midfield,75,64,73,75,75,72,69,3
3.2,26,182,75,France,starting_xi,2024,High/Medium,Lean,Defender,75,81,51,68,70,70,78,2
3.6,25,183,76,England,starting_xi,2026,High/High,Lean,Midfield,75,80,68,72,78,68,76,4
17,25,189,77,Portugal,starting_xi,2027,High/Low,Lean,Forward,75,69,74,54,74,31,76,3
5.5,24,186,78,Netherlands,substitute,2026,High/High,Normal,Midfield,75,69,75,70,72,61,75,3
12.5,25,168,65,Italy,starting_xi,2025,High/Medium,Normal,Forward,75,82,64,72,77,27,50,3
2.7,26,183,77,France,substitute,2025,High/Medium,Lean,Forward,75,91,72,65,75,31,77,4
4,25,183,74,Italy,substitute,2026,Medium/High,Lean,Midfield,75,71,65,75,75,65,74,3
11,26,191,79,Italy,starting_xi,2024,Low/Medium,Normal,Defender,75,49,33,56,49,78,71,2
3.3,25,184,78,England,substitute,2025,Medium/Medium,Lean,Defender,75,75,62,70,71,72,75,3
6.5,26,192,84,Portugal,starting_xi,2024,Medium/Medium,Lean,Defender,75,53,36,58,60,77,77,2
3.5,24,181,70,Italy,substitute,2026,High/Medium,Lean,Defender,75,81,62,70,74,68,68,2
7,27,175,72,England,starting_xi,2024,Medium/High,Normal,Midfield,75,69,57,72,70,72,74,3
4.2,27,192,85,Germany,starting_xi,2024,Medium/Medium,Normal,Defender,75,77,48,59,70,76,73,3
9.5,28,187,81,Portugal,starting_xi,2026,Medium/High,Normal,Defender,75,61,32,52,64,76,80,2
4.7,28,188,83,England,substitute,2024,Low/Medium,Stocky,Defender,75,41,35,49,53,75,75,2
2.6,28,191,79,England,starting_xi,2025,Medium/High,Lean,Midfield,75,59,70,70,70,73,81,3
3.6,27,182,77,England,substitute,2025,Low/High,Normal,Defender,75,65,56,69,68,76,73,2
6,29,184,72,Italy,starting_xi,2027,Medium/High,Lean,Defender,75,69,53,68,70,76,71,2
6,26,170,65,USA,starting_xi,2024,Medium/Medium,Normal,Forward,75,88,75,66,76,47,65,3
4.2,27,185,74,England,substitute,2024,Medium/Medium,Lean,Midfield,75,48,64,77,76,68,63,4
9.5,27,190,77,Spain,starting_xi,2027,Medium/Medium,Lean,Midfield,75,35,63,66,66,74,75,2
8,26,169,62,USA,starting_xi,2024,High/High,Lean,Forward,75,80,65,75,81,52,51,4
5.5,27,186,87,Germany,starting_xi,2026,High/Medium,Normal,Defender,75,76,42,56,62,76,77,2
4.2,27,182,73,England,starting_xi,2025,Medium/Low,Lean,Midfield,75,64,74,75,78,58,58,4
8,26,185,75,England,starting_xi,2024,High/Medium,Normal,Midfield,75,74,64,72,78,38,65,4
7.5,27,178,78,USA,starting_xi,2027,High/Medium,Normal,Forward,75,75,74,63,75,35,72,3
3,28,186,71,France,substitute,2024,Medium/Medium,Normal,Midfield,75,64,60,68,69,73,77,3
6,27,185,87,Italy,starting_xi,2025,Medium/Medium,Normal,Forward,75,75,74,56,71,29,75,3
3.6,28,178,71,England,substitute,2024,Low/High,Normal,Midfield,75,62,49,62,71,74,76,3
2.9,26,173,70,Netherlands,starting_xi,2024,High/Medium,Normal,Defender,75,78,68,69,73,67,74,3
6,26,175,76,England,starting_xi,2025,High/Medium,Normal,Defender,75,78,54,66,69,69,74,3
2.5,26,168,64,Italy,starting_xi,2025,Medium/Low,Normal,Forward,75,84,75,70,79,36,47,4
6,25,181,75,Germany,starting_xi,2025,Medium/Medium,Normal,Midfield,75,59,63,70,73,71,74,3
4.2,27,174,67,France,substitute,2026,High/Medium,Lean,Midfield,75,78,74,70,81,38,62,3
6.5,26,172,70,Italy,starting_xi,2024,High/High,Normal,Midfield,75,80,66,69,77,71,79,3
11.5,25,176,74,England,starting_xi,2025,Medium/Medium,Lean,Forward,75,86,74,65,76,28,68,3
7,27,180,75,Spain,starting_xi,2025,High/Medium,Lean,Defender,75,75,56,69,69,72,65,3
11,26,166,61,Saudi Arabia,substitute,2024,High/Medium,Normal,Midfield,75,84,70,63,83,28,56,4
2.4,27,190,76,Italy,substitute,2026,High/Medium,Lean,Forward,75,82,74,63,75,39,70,3
8,26,181,76,Saudi Arabia,starting_xi,2025,High/Medium,Normal,Midfield,75,85,73,70,74,38,65,4
1.8,39,175,68,Switzerland,starting_xi,2025,High/Low,Normal,Midfield,75,85,75,64,79,36,62,4
1.2,34,194,85,Switzerland,starting_xi,2025,Medium/Medium,Stocky,Midfield,75,34,72,69,69,75,87,3
1.5,32,186,82,Italy,starting_xi,2024,Medium/Medium,Lean,Midfield,75,41,65,75,71,70,74,3
0.875,32,175,74,England,substitute,2024,High/High,Lean,Midfield,75,65,68,76,76,61,65,3
0.625,34,193,84,France,starting_xi,2025,Medium/High,Lean,Defender,75,33,37,54,47,76,72,2
4.4,31,187,79,Spain,starting_xi,2024,Medium/Medium,Normal,Midfield,75,40,73,79,74,62,67,3
6.5,30,182,83,Switzerland,starting_xi,2025,High/Medium,Normal,Forward,75,77,73,73,76,67,73,3
1.6,32,182,77,Spain,starting_xi,2024,High/Low,Lean,Defender,75,64,54,75,70,74,67,3
1.4,32,181,64,Saudi Arabia,starting_xi,2025,Medium/Medium,Lean,Midfield,75,57,66,78,75,67,69,3
2.7,32,186,79,Spain,substitute,2024,High/Medium,Normal,Forward,75,57,76,64,73,44,73,3
2.2,32,176,72,Spain,starting_xi,2024,Medium/Medium,Lean,Defender,75,67,63,72,70,76,69,3
2.7,31,190,82,Spain,starting_xi,2026,Low/High,Normal,Defender,75,58,46,56,55,76,81,2
3.5,30,181,74,Italy,starting_xi,2024,High/Low,Lean,Midfield,75,72,69,74,78,42,60,4
4.1,31,175,73,Spain,substitute,2024,High/Medium,Lean,Defender,75,72,60,70,72,71,69,3
13.5,29,176,71,Germany,starting_xi,2024,High/Medium,Lean,Midfield,75,67,74,72,77,40,61,4
3.3,31,186,84,England,substitute,2024,Medium/Low,Normal,Midfield,75,58,73,77,76,62,64,3
10.5,28,188,79,Germany,starting_xi,2024,High/Medium,Lean,Forward,75,70,76,67,69,34,69,3
1.2,32,184,77,France,substitute,2024,Medium/Medium,Normal,Midfield,75,58,67,76,75,71,73,3
3.6,30,180,82,Switzerland,starting_xi,2024,Medium/Low,Normal,Forward,75,73,77,64,74,32,68,3
5.5,30,186,75,Italy,substitute,2026,Medium/Low,Normal,Forward,75,65,79,71,76,26,62,3
15,30,184,82,Saudi Arabia,starting_xi,2024,High/Medium,Stocky,Forward,75,73,74,71,75,36,81,4
9.5,31,170,68,Netherlands,starting_xi,2024,Medium/Medium,Normal,Midfield,75,56,62,77,75,66,67,3
2.9,30,185,76,Netherlands,starting_xi,2025,Medium/Medium,Normal,Defender,75,44,42,58,58,76,80,2
3.7,32,181,79,Germany,starting_xi,2026,Medium/Medium,Normal,Midfield,75,62,47,66,68,74,74,2
2.2,30,172,67,England,substitute,2024,High/Medium,Normal,Defender,75,71,61,70,75,73,64,3
3.5,30,189,89,Germany,starting_xi,2025,Medium/Medium,Normal,Midfield,75,58,77,77,75,40,72,3
3.8,30,188,83,Germany,starting_xi,2024,High/Medium,Normal,Defender,75,69,58,66,64,77,74,2
4.8,28,188,83,Spain,starting_xi,2024,Medium/High,Normal,Defender,75,48,31,44,53,75,72,2
3.5,29,199,96,England,bench,2024,Medium/Medium,Lean,Defender,75,32,48,61,49,75,77,2
3.6,32,182,75,Saudi Arabia,starting_xi,2024,Medium/High,Lean,Defender,75,59,34,58,55,74,79,2
0.6,36,172,68,USA,starting_xi,2024,High/High,Normal,Midfield,75,76,60,65,71,71,80,3
3,28,170,62,Germany,starting_xi,2024,Medium/Medium,Lean,Midfield,75,66,69,72,82,58,60,3
3.6,29,183,78,Spain,substitute,2025,High/Medium,Lean,Defender,75,76,63,68,71,72,77,3
1.8,31,180,79,England,substitute,2024,High/High,Lean,Midfield,75,70,70,71,74,73,76,3
2.5,28,185,70,England,starting_xi,2024,High/High,Normal,Defender,75,69,52,70,72,74,78,3
3.5,33,180,70,Saudi Arabia,starting_xi,2024,High/Medium,Lean,Midfield,75,59,73,78,76,65,68,3
2.6,29,181,74,England,substitute,2024,High/Medium,Normal,Defender,75,91,51,66,73,69,67,3
5.5,28,179,73,Germany,substitute,2025,Medium/Medium,Normal,Midfield,75,72,70,74,78,44,64,4
20.5,29,189,83,Germany,starting_xi,2025,High/Medium,Normal,Forward,75,61,76,62,70,36,74,3
5.5,29,164,60,Switzerland,substitute,2024,Medium/Medium,Lean,Forward,75,79,67,72,81,39,40,4
5.5,28,178,70,England,starting_xi,2026,High/Medium,Normal,Midfield,75,77,72,74,75,45,67,4
2.4,31,179,74,Italy,starting_xi,2024,Medium/Medium,Normal,Forward,75,73,73,74,74,57,65,3
17.5,27,180,77,England,starting_xi,2024,High/High,Lean,Midfield,75,73,67,74,77,67,62,3
1.9,28,180,76,Saudi Arabia,starting_xi,2025,Medium/Medium,Normal,Forward,75,79,76,72,77,39,61,4
5.5,30,183,78,Germany,substitute,2024,Medium/Medium,Normal,Forward,75,57,74,65,77,32,68,4
4,29,178,78,Italy,substitute,2024,Medium/High,Normal,Midfield,75,73,64,72,74,74,81,3
5.5,29,181,76,Spain,starting_xi,2025,Low/Medium,Lean,Midfield,75,57,60,69,72,72,71,3
5.5,27,182,67,Spain,starting_xi,2025,High/Medium,Lean,Forward,75,79,67,72,80,43,52,4
6.5,28,182,70,Italy,substitute,2025,Medium/Medium,Normal,Defender,75,75,51,65,72,72,72,3
2.9,30,187,75,Italy,starting_xi,2024,Medium/Medium,Normal,Defender,75,64,48,58,63,76,73,2
1.4,33,186,88,Saudi Arabia,starting_xi,2024,Medium/Medium,Stocky,Defender,75,43,47,54,54,76,76,2
12,28,184,85,France,substitute,2024,Medium/Medium,Normal,Midfield,75,68,67,74,76,74,75,3
2.7,28,164,64,France,substitute,2026,High/Medium,Normal,Defender,75,88,67,65,78,52,61,3
6.5,29,170,65,France,starting_xi,2025,Medium/High,Normal,Midfield,75,69,49,68,72,71,75,3
3.5,30,168,61,Saudi Arabia,starting_xi,2025,Medium/Medium,Normal,Midfield,75,75,69,72,78,41,60,3
2.7,28,180,75,Germany,starting_xi,2024,Medium/Medium,Lean,Defender,75,69,57,65,67,74,71,2
4.6,32,180,81,Spain,substitute,2024,Low/High,Normal,Midfield,75,37,63,70,70,74,81,3
6,27,188,90,Netherlands,substitute,2025,High/Medium,Normal,Forward,75,70,78,70,75,35,66,4
1.6,30,171,74,England,starting_xi,2025,Medium/Medium,Normal,Midfield,75,65,67,77,76,67,65,3
6.5,28,176,70,Portugal,substitute,2025,Medium/Medium,Normal,Defender,75,79,54,70,76,69,70,4
4.7,31,170,65,England,starting_xi,2024,Medium/Low,Normal,Forward,75,81,75,75,74,29,61,3
1.8,34,178,70,Portugal,starting_xi,2024,Medium/High,Normal,Defender,75,74,46,57,63,76,77,2
6,26,177,73,Spain,starting_xi,2026,High/Medium,Normal,Midfield,75,79,71,71,79,33,60,4
8,26,176,75,Saudi Arabia,starting_xi,2024,Medium/Medium,Normal,Forward,75,81,75,65,78,44,69,3
6,30,173,68,Spain,substitute,2026,High/Medium,Normal,Midfield,75,77,74,74,75,43,69,4
2.8,31,189,80,England,starting_xi,2025,High/High,Normal,Midfield,75,66,69,68,69,71,73,3
11.5,29,180,75,France,starting_xi,2024,Medium/High,Normal,Defender,75,73,29,61,69,75,78,2
5.5,27,175,70,Spain,substitute,2025,High/Medium,Normal,Defender,75,75,69,71,71,71,68,3
1.9,33,169,67,Saudi Arabia,starting_xi,2024,Medium/High,Normal,Midfield,75,62,58,67,69,74,78,2
6,27,169,63,Portugal,substitute,2026,High/Low,Normal,Forward,75,83,67,69,80,40,53,4
3.8,27,182,75,Germany,starting_xi,2024,Medium/Medium,Normal,Defender,75,61,50,72,70,75,73,2
1.5,33,185,79,Spain,substitute,2024,High/Medium,Normal,Forward,75,65,75,62,73,31,74,3
21,28,194,86,Spain,starting_xi,2027,Medium/Medium,Normal,Forward,75,50,75,58,68,28,82,3
3.5,29,195,88,Germany,starting_xi,2027,Medium/Medium,Normal,Defender,75,60,53,52,49,77,81,2
17.5,27,171,68,Saudi Arabia,substitute,2024,High/Medium,Normal,Midfield,75,81,68,73,77,52,64,4
3.5,29,191,87,Italy,starting_xi,2025,Medium/High,Lean,Defender,75,65,31,48,54,74,83,2
8.5,31,187,77,France,starting_xi,2024,High/High,Lean,Forward,75,74,72,69,71,43,80,3
5.5,29,175,72,Saudi Arabia,substitute,2025,High/Low,Normal,Midfield,75,76,74,72,75,40,70,3
4.2,27,173,63,Spain,substitute,2025,High/Medium,Lean,Midfield,75,74,63,74,77,53,49,4
7,29,186,70,France,starting_xi,2025,High/High,Lean,Midfield,75,65,72,76,75,67,74,3
1.2,38,177,73,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,75,70,49,68,65,74,71,2
4.8,30,177,75,Italy,starting_xi,2025,High/Medium,Normal,Defender,75,70,53,63,72,74,69,3
5.5,26,184,77,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,75,82,51,64,71,72,73,2
5.5,26,176,73,Italy,starting_xi,2025,Medium/Medium,Lean,Defender,75,77,59,70,69,70,68,2
5.5,26,168,66,Italy,starting_xi,2025,Medium/Medium,Stocky,Defender,75,73,52,66,70,74,71,2
4.7,30,178,75,Italy,starting_xi,2025,Medium/Medium,Normal,Midfield,75,70,57,68,74,76,64,2
5,30,185,85,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,75,70,54,61,64,75,81,2
1.6,34,169,68,Italy,starting_xi,2025,Medium/Medium,Normal,Midfield,75,66,43,67,69,74,70,2
5.5,26,182,81,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,75,73,44,64,65,75,73,2
4.8,30,177,73,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,75,71,46,67,73,75,72,3
1.8,38,174,75,Italy,starting_xi,2025,Medium/Medium,Normal,Midfield,75,64,64,73,71,68,76,2
6,22,191,88,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,75,64,40,54,52,76,78,2
5,26,187,82,Italy,starting_xi,2025,Medium/Medium,Normal,Defender,75,53,47,55,52,77,74,2
3.9,30,177,84,Italy,starting_xi,2025,Medium/Medium,Stocky,Midfield,75,58,68,69,70,73,76,2
6,26,172,71,Italy,substitute,2025,Medium/Medium,Normal,Midfield,75,73,68,75,77,29,67,2
1.9,38,180,71,Italy,starting_xi,2025,High/Medium,Normal,Forward,75,76,76,61,73,30,64,3
4.8,30,178,72,Italy,starting_xi,2025,Medium/Medium,Lean,Forward,75,77,77,60,73,24,60,3
7.5,22,188,84,Italy,starting_xi,2025,Medium/Medium,Stocky,Defender,75,53,40,58,59,77,77,2
4.2,27,184,76,Spain,starting_xi,2025,Medium/Medium,Lean,Midfield,75,81,73,73,76,44,67,4
5.5,26,181,70,Italy,starting_xi,2025,Medium/Medium,Lean,Defender,75,72,42,68,70,73,62,3
14.5,29,194,79,England,substitute,2025,Medium/High,Lean,Defender,75,67,37,57,61,76,79,2
3.8,30,193,80,Spain,substitute,2024,Medium/Medium,Normal,Defender,75,86,48,52,62,74,80,2
1.5,32,189,95,Saudi Arabia,starting_xi,2024,High/Low,Stocky,Forward,75,64,75,56,70,24,83,3
14.5,27,178,64,Spain,starting_xi,2025,High/Medium,Stocky,Forward,75,83,72,66,79,27,63,4
27.5,19,181,67,Spain,starting_xi,2024,Medium/Medium,Lean,Midfield,74,91,67,65,77,33,58,4
15,20,175,70,Italy,substitute,2025,Medium/Low,Normal,Midfield,74,83,59,70,76,55,55,3
16,20,178,72,Italy,substitute,2026,Medium/Medium,Lean,Midfield,74,74,55,70,71,71,70,3
7,20,178,75,England,substitute,2026,High/High,Lean,Forward,74,88,66,64,75,38,57,3
34,21,173,67,Spain,starting_xi,2027,Medium/Medium,Lean,Forward,74,79,65,69,80,39,53,4
8.5,22,185,76,Netherlands,starting_xi,2027,High/High,Normal,Defender,74,83,44,64,69,70,86,2
15.5,21,173,64,USA,starting_xi,2025,High/Medium,Lean,Forward,74,81,73,70,74,44,65,2
9.5,21,182,90,England,substitute,2026,High/Medium,Stocky,Forward,74,78,72,57,69,30,76,3
21.5,22,174,72,Germany,substitute,2026,High/High,Lean,Forward,74,86,72,67,80,40,54,4
12,21,192,89,Portugal,starting_xi,2027,Medium/Medium,Normal,Defender,74,67,35,51,61,73,80,2
14.5,20,195,76,England,starting_xi,2027,Medium/High,Lean,Midfield,74,74,59,69,71,71,76,3
31,19,184,74,France,starting_xi,2025,High/Medium,Normal,Forward,74,82,73,64,76,31,65,4
16.5,23,174,60,Netherlands,substitute,2026,Medium/Medium,Lean,Midfield,74,83,66,74,76,38,49,3
